W2,c8efae69-43b9-4fde-99e1-515bef935c75,3,4000,120,0,5000,1585838308883,1585838565832,623844,479999,480000,KEY-6,KEY-6,KEY-6,1100-3f2b1677-b296-45d8-bd31-e167bfce3551-StreamThread-3,335646824
W2,c8efae69-43b9-4fde-99e1-515bef935c75,3,4000,120,0,5000,1585838308883,1585838579061,615846,479999,480000,KEY-7,KEY-7,KEY-7,1100-3f2b1677-b296-45d8-bd31-e167bfce3551-StreamThread-1,514230560
W2,c8efae69-43b9-4fde-99e1-515bef935c75,3,4000,120,0,5000,1585838308883,1585838587475,607848,479999,480000,KEY-8,KEY-8,KEY-8,1100-3f2b1677-b296-45d8-bd31-e167bfce3551-StreamThread-2,724775752
W2,75aab481-66f9-4470-b26f-10856b58154f,3,4000,120,0,5000,1585838805854,1585839145020,711822,479999,480000,KEY-7,KEY-7,KEY-7,1101-1d66f14f-429f-4d82-a661-160001177c5a-StreamThread-3,267293544
W2,75aab481-66f9-4470-b26f-10856b58154f,3,4000,120,0,5000,1585838805854,1585839147862,767808,479999,480000,KEY-6,KEY-6,KEY-6,1101-1d66f14f-429f-4d82-a661-160001177c5a-StreamThread-1,677327480
W2,75aab481-66f9-4470-b26f-10856b58154f,3,4000,120,0,5000,1585838805854,1585839155609,763809,479999,480000,KEY-8,KEY-8,KEY-8,1101-1d66f14f-429f-4d82-a661-160001177c5a-StreamThread-2,632395872
W2,05c9039f-bea4-401c-b762-52bbe2007785,3,4000,120,0,5000,1585842421430,1585842807597,939765,479999,480000,KEY-6,KEY-6,KEY-6,1101-e7d91949-6a3f-4bec-bc60-1f1830fab50a-StreamThread-2,540091872
W2,05c9039f-bea4-401c-b762-52bbe2007785,3,4000,120,0,5000,1585842421429,1585842820603,903774,479999,480000,KEY-7,KEY-7,KEY-7,1101-e7d91949-6a3f-4bec-bc60-1f1830fab50a-StreamThread-1,435471848
W2,05c9039f-bea4-401c-b762-52bbe2007785,3,4000,120,0,5000,1585842421430,1585842869384,899775,479999,480000,KEY-8,KEY-8,KEY-8,1101-e7d91949-6a3f-4bec-bc60-1f1830fab50a-StreamThread-3,458674984
W2,3973152e-84c7-4e34-a756-6fb9864e279e,3,2000,120,0,5000,1585844213214,1585844567078,719640,239999,240000,KEY-6,KEY-6,KEY-6,1113-3ff11551-59ba-4a23-9232-101338874a36-StreamThread-3,619060688
W2,3973152e-84c7-4e34-a756-6fb9864e279e,3,2000,120,0,5000,1585844213213,1585844597222,719640,239999,240000,KEY-7,KEY-7,KEY-7,1113-3ff11551-59ba-4a23-9232-101338874a36-StreamThread-2,121069808
W2,3973152e-84c7-4e34-a756-6fb9864e279e,3,2000,120,0,5000,1585844213213,1585844651283,719640,239999,240000,KEY-8,KEY-8,KEY-8,1113-3ff11551-59ba-4a23-9232-101338874a36-StreamThread-1,175992136
W2,e53972ad-9a05-44d8-a782-1752fa4126e7,3,3000,120,0,5000,1585844944631,1585845334735,896701,359999,360000,KEY-6,KEY-6,KEY-6,1114-68e547da-8de4-48e2-b0b8-a9a4a9fdf547-StreamThread-3,406319424
